index,steps,peak
48509,145,184192
48510,83,552580
48511,83,1657744
48512,65,48512
48513,189,145540
48514,145,72772
48515,145,218320
48516,127,560356
48517,127,560356
48518,127,560356
48519,145,327508
48520,26,48520
48521,145,276352
48522,26,72784
48523,127,560356
48524,26,54592
48525,26,145576
48526,145,163780
48527,145,491344
48528,26,48528
48529,127,897856
48530,127,897856
48531,127,897856
48532,26,48532
48533,26,145600
48534,127,897856
48535,127,897856
48536,26,48536
48537,127,897856
48538,26,72808
48539,189,552904
48540,251,5314408
48541,251,5314408
48542,251,5314408
48543,127,1180960
48544,65,48544
48545,189,145636
48546,189,83104
48547,189,218464
48548,189,92176
48549,189,145648
48550,189,109240
48551,189,368692
48552,65,48552
48553,189,829600
48554,65,72832
48555,189,218500
48556,52,54628
48557,52,145672
48558,52,163888
48559,127,491668
48560,158,48560
48561,158,145684
48562,158,81952
48563,158,218536
48564,158,48564
48565,158,145696
48566,189,184408
48567,189,327832
48568,158,48568
48569,158,163924
48570,158,72856
48571,52,245896
48572,114,599056
48573,114,599056
48574,114,599056
48575,96,2801140
48576,65,48576
48577,52,145732
48578,52,207520
48579,52,218608
48580,65,48580
48581,65,145744
48582,65,109312
48583,70,327940
48584,65,48584
48585,158,245968
48586,65,72880
48587,70,218644
48588,65,54664
48589,65,145768
48590,189,311344
48591,189,491992
48592,65,48592
48593,65,145780
48594,70,184516
48595,70,218680
48596,65,48596
48597,65,145792
48598,158,138400
48599,158,328048
48600,65,48600
48601,65,164032
48602,65,72904
48603,70,369088
48604,65,82024
48605,65,145816
48606,189,622888
48607,189,738232
48608,158,48608
48609,127,350404
48610,65,72916
48611,65,218752
48612,158,103840
48613,158,145840
48614,158,109384
48615,70,553768
48616,158,48616
48617,127,665332
48618,158,72928
48619,189,934576
48620,189,61540
48621,189,145864
48622,189,164104
48623,264,830788
48624,158,48624
48625,158,145876
48626,65,92320
48627,65,218824
48628,158,48628
48629,158,145888
48630,127,899584
48631,127,899584
48632,70,155824
48633,65,184660
48634,70,155824
48635,158,277000
48636,70,415528
48637,70,415528
48638,189,4733152
48639,189,4733152
48640,114,48640
48641,189,295864
48642,65,72964
48643,65,218896
48644,65,48644
48645,65,145936
48646,65,109456
48647,70,328372
48648,65,48648
48649,70,246292
48650,65,72976
48651,65,218932
48652,65,54736
48653,65,145960
48654,65,164212
48655,65,492640
48656,158,48656
48657,65,145972
48658,189,374596
48659,189,374596
48660,158,48660
48661,158,145984
48662,145,109492
48663,145,328480
48664,158,48664
48665,145,164248
48666,158,73000
48667,70,831544
48668,65,82132
48669,65,146008
48670,65,246400
48671,150,1052512
48672,114,48672
48673,158,175444
48674,158,73012
48675,158,219040
48676,158,69316
48677,158,146032
48678,158,109528
48679,65,369664
48680,114,48680
48681,145,935764
48682,114,73024
48683,158,219076
48684,158,54772
48685,158,146056
48686,158,164320
48687,189,935872
48688,114,48688
48689,70,156004
48690,70,156004
48691,70,219112
48692,114,48692
48693,114,146080
48694,189,1404052
48695,189,1404052
48696,158,48696
48697,145,164356
48698,158,73048
48699,158,246544
48700,158,123280
48701,158,146104
48702,158,369844
48703,158,1109536
48704,39,48704
48705,65,146116
48706,65,73060
48707,65,219184
48708,65,48708
48709,65,146128
48710,65,109600
48711,145,328804
48712,65,48712
48713,83,296296
48714,65,73072
48715,65,219220
48716,65,54808
48717,65,146152
48718,83,184984
48719,83,493288
48720,39,48720
48721,65,146164
48722,65,277504
48723,65,277504
48724,39,48724
48725,39,146176
48726,65,109636
48727,65,328912
48728,39,48728
48729,158,164464
48730,39,73096
48731,158,416320
48732,39,82240
48733,39,146200
48734,65,246724
48735,65,740176
48736,39,48736
48737,65,185056
48738,39,73108
48739,39,219328
48740,39,48740
48741,39,146224
48742,39,109672
48743,83,4002208
48744,39,48744
48745,176,1054132
48746,39,73120
48747,70,219364
48748,96,138832
48749,96,146248
48750,96,164536
48751,70,555316
48752,65,48752
48753,39,146260
48754,96,82276
48755,96,219400
48756,65,48756
48757,65,146272
48758,65,123424
48759,65,329128
48760,65,61720
48761,150,395440
48762,65,73144
48763,65,246868
48764,189,400948
48765,189,400948
48766,189,555496
48767,83,4745608
48768,114,48768
48769,158,312496
48770,39,73156
48771,39,219472
48772,70,48772
48773,70,146320
48774,70,109744
48775,96,329236
48776,39,48776
48777,127,468808
48778,39,73168
48779,70,219508
48780,39,54880
48781,39,146344
48782,65,208384
48783,65,493936
48784,127,250504
48785,70,146356
48786,70,123496
48787,70,219544
48788,127,250504
48789,127,250504
48790,39,109780
48791,39,329344
48792,127,250504
48793,65,164680
48794,127,250504
48795,189,1126852
48796,158,131920
48797,158,146392
48798,158,247048
48799,189,1250692
48800,114,48800
48801,70,146404
48802,127,250504
48803,127,250504
48804,96,593728
48805,96,593728
48806,96,593728
48807,127,416968
48808,114,48808
48809,150,3166504
48810,114,73216
48811,127,890656
48812,65,54916
48813,65,146440
48814,65,164752
48815,70,494260
48816,158,48816
48817,158,146452
48818,158,82384
48819,158,219688
48820,158,48820
48821,158,146464
48822,158,234628
48823,158,329560
48824,158,48824
48825,70,164788
48826,158,73240
48827,70,247192
48828,158,123604
48829,158,146488
48830,158,370816
48831,145,1112452
48832,158,48832
48833,158,146500
48834,70,104308
48835,70,219760
48836,114,48836
48837,114,146512
48838,114,109888
48839,158,329668
48840,114,48840
48841,101,247264
48842,114,73264
48843,101,237976
48844,114,54952
48845,114,146536
48846,101,2112640
48847,101,2112640
48848,158,48848
48849,202,225988
48850,202,225988
48851,202,225988
48852,158,48852
48853,158,146560
48854,158,109924
48855,158,329776
48856,158,48856
48857,158,164896
48858,158,73288
48859,202,371032
48860,158,82456
48861,158,146584
48862,158,278296
48863,158,742120
48864,158,48864
48865,220,417472
48866,158,73300
48867,158,219904
48868,39,48868
48869,39,146608
48870,39,109960
48871,220,626272
48872,158,48872
48873,158,371140
48874,158,73312
48875,220,278368
48876,39,61864
48877,39,146632
48878,39,164968
48879,220,1252744
48880,96,223072
48881,158,146644
48882,96,208816
48883,96,219976
48884,96,223072
48885,96,223072
48886,96,123748
48887,96,329992
48888,96,223072
48889,96,223072
48890,96,223072
48891,220,417688
48892,96,313288
48893,96,313288
48894,96,835432
48895,171,6344080
48896,52,48896
48897,158,146692
48898,39,73348
48899,39,220048
48900,158,48900
48901,158,146704
48902,158,110032
48903,39,330100
48904,158,48904
48905,189,313360
48906,158,73360
48907,189,220084
48908,158,55024
48909,158,146728
48910,158,165076
48911,158,495232
48912,114,48912
48913,158,146740
48914,171,176308
48915,171,220120
48916,114,48916
48917,114,146752
48918,158,110068
48919,158,330208
48920,114,48920
48921,127,1357288
48922,114,73384
48923,176,27114424
48924,158,88180
48925,158,146776
48926,158,247696
48927,295,2480056
48928,65,48928
48929,158,146788
48930,127,73396
48931,127,220192
48932,127,61936
48933,127,146800
48934,127,110104
48935,158,371608
48936,65,48936
48937,158,557440
48938,65,73408
48939,127,220228
48940,114,55060
48941,114,146824
48942,114,165184
48943,127,495556
48944,65,48944
48945,114,146836
48946,114,82600
48947,114,220264
48948,65,48948
48949,65,146848
48950,158,278800
48951,158,330424
48952,65,69712
48953,158,165220
48954,65,73432
48955,65,247840
48956,65,123928
48957,65,146872
48958,127,954016
48959,127,1115368
48960,52,48960
48961,65,146884
48962,65,73444
48963,65,220336
48964,65,48964
48965,65,146896
48966,65,110176
48967,158,418336
48968,176,8153620
48969,65,247912
48970,176,8153620
48971,65,220372
48972,176,8153620
48973,176,8153620
48974,127,185956
48975,127,495880
48976,52,48976
48977,176,8153620
48978,127,470752
48979,127,470752
48980,52,48980
48981,52,146944
48982,189,110212
48983,189,330640
48984,189,55888
48985,65,165328
48986,189,73480
48987,127,470824
48988,189,82672
48989,189,146968
48990,65,248020
48991,65,744064
48992,65,48992
48993,145,209284
48994,114,73492
48995,114,220480
48996,114,48996
48997,114,146992
48998,114,110248
48999,127,4238404
49000,65,49000
49001,65,372112
49002,65,73504
49003,158,220516
49004,158,93040
49005,158,147016
49006,158,165400
49007,171,558232
49008,65,49008
49009,65,147028
49010,65,82708
49011,65,220552
49012,65,49012
49013,65,147040
49014,65,124072
49015,65,330856
49016,65,104704
49017,158,418768
49018,65,104704
49019,127,248164
49020,65,186136
49021,65,186136
49022,127,2417848
49023,127,2417848
49024,52,49024
49025,158,147076
49026,65,73540
49027,65,220624
49028,96,176740
49029,96,176740
49030,96,176740
49031,65,330964
49032,52,49032
49033,158,279268
49034,52,73552
49035,96,220660
49036,52,55168
49037,52,147112
49038,96,165508
49039,96,496528
49040,158,49040
49041,158,147124
49042,158,124144
49043,158,220696
49044,158,49044
49045,158,147136
49046,114,110356
49047,114,331072
49048,158,49048
49049,114,165544
49050,158,73576
49051,96,558736
49052,145,149200
49053,145,149200
49054,145,248344
49055,96,1132864
49056,52,49056
49057,158,147172
49058,158,73588
49059,158,220768
49060,70,157192
49061,70,157192
49062,70,157192
49063,65,372580
49064,52,49064
49065,145,943144
49066,52,73600
49067,158,220804
49068,127,283336
49069,127,283336
49070,127,283336
49071,158,496852
49072,65,49072
49073,52,147220
49074,52,82816
49075,52,220840
49076,65,49076
49077,65,147232
49078,158,398032
49079,158,398032
49080,65,49080
49081,114,165652
49082,65,73624
49083,114,248488
49084,158,209680
49085,158,209680
49086,158,372760
49087,70,1258072
49088,65,49088
49089,65,147268
49090,70,235924
49091,70,235924
49092,52,49092
49093,52,147280
49094,52,110464
49095,158,331396
49096,127,95956
49097,127,255472
49098,127,95956
49099,52,220948
49100,127,95956
49101,127,147304
49102,189,279664
49103,189,497176
49104,65,49104
49105,127,147316
49106,70,314656
49107,70,314656
49108,65,49108
49109,65,147328
49110,70,796552
49111,70,796552
49112,127,95956
49113,52,165760
49114,127,95956
49115,65,372976
49116,127,95956
49117,127,147352
49118,189,419632
49119,189,746008
49120,65,118096
49121,70,472120
49122,65,73684
49123,65,221056
49124,127,95956
49125,127,147376
49126,127,110536
49127,127,3025348
49128,65,118096
49129,127,629584
49130,65,118096
49131,189,1195288
49132,70,112084
49133,70,147400
49134,70,165832
49135,127,839536
49136,158,1276936
49137,65,147412
49138,171,1702276
49139,171,1702276
49140,158,1276936
49141,158,1276936
49142,158,359152
49143,158,359152
49144,158,1276936
49145,158,359152
49146,158,1276936
49147,158,531412
49148,158,6810136
49149,158,6810136
49150,158,9565936
49151,127,28697812
49152,21,49152
49153,96,147460
49154,96,73732
49155,96,221200
49156,52,49156
49157,52,147472
49158,52,110608
49159,96,331828
49160,52,49160
49161,96,248884
49162,52,73744
49163,52,221236
49164,52,55312
49165,52,147496
49166,52,165940
49167,52,497824
49168,114,49168
49169,52,147508
49170,52,124468
49171,52,221272
49172,114,49172
49173,114,147520
49174,52,110644
49175,52,331936
49176,114,49176
49177,96,165976
49178,114,73768
49179,220,840292
49180,52,82996
49181,52,147544
49182,52,248992
49183,189,5384392
49184,158,49184
49185,96,147556
49186,114,73780
49187,114,221344
49188,52,62260
49189,52,147568
49190,52,110680
49191,96,373552
49192,158,49192
49193,96,560356
49194,158,73792
49195,96,221380
49196,114,55348
49197,114,147592
49198,114,166048
49199,96,709288
49200,158,49200
49201,233,250504
49202,233,250504
49203,233,250504
49204,158,49204
49205,158,147616
49206,96,897856
49207,96,897856
49208,114,49208
49209,233,250504
49210,114,73816
49211,233,250504
49212,114,124576
49213,114,147640
49214,220,539440
49215,220,1121200
49216,39,49216
49217,83,147652
49218,83,94768
49219,83,221488
49220,158,49220
49221,158,147664
49222,158,110752
49223,145,479572
49224,96,49224
49225,83,315412
49226,96,73840
49227,158,221524
49228,96,55384
49229,96,147688
49230,96,186928
49231,96,498472
49232,39,49232
49233,96,147700
49234,65,280420
49235,65,280420
49236,39,49236
49237,39,147712
49238,96,110788
49239,96,332368
49240,158,49240
49241,96,166192
49242,158,73864
49243,119,946564
49244,158,83104
49245,158,147736
49246,83,599056
49247,83,747952
49248,39,49248
49249,83,236680
49250,114,73876
49251,114,221632
49252,114,49252
49253,114,147760
49254,114,110824
49255,83,841588
49256,39,49256
49257,96,374056
49258,39,73888
49259,83,399472
49260,96,210436
49261,96,210436
49262,96,210436
49263,220,16179424
49264,158,49264
49265,39,147796
49266,158,83140
49267,158,221704
49268,158,49268
49269,158,147808
49270,158,124720
49271,158,332584
49272,158,62368
49273,119,710368
49274,158,73912
49275,96,249460
49276,96,187108
49277,96,187108
49278,96,561328
49279,96,1683988
49280,39,49280
49281,96,147844
49282,158,73924
49283,158,221776
49284,158,49284
49285,158,147856
49286,158,110896
49287,233,505924
49288,39,49288
49289,158,631636
49290,39,73936
49291,158,221812
49292,39,55456
49293,39,147880
49294,220,236896
49295,220,499120
49296,158,49296
49297,96,899584
49298,96,899584
49299,96,899584
49300,158,49300
49301,158,147904
49302,39,110932
49303,39,332800
49304,158,49304
49305,158,166408
49306,158,73960
49307,119,561652
49308,158,93616
49309,158,147928
49310,158,249640
49311,96,2843584
49312,39,49312
49313,189,355480
49314,158,73972
49315,158,221920
49316,189,399976
49317,189,399976
49318,189,399976
49319,189,5399296
49320,39,49320
49321,189,1264084
49322,39,73984
49323,158,221956
49324,189,55492
49325,189,147976
49326,189,166480
49327,220,1216456
49328,39,49328
49329,189,147988
49330,189,83248
49331,189,221992
49332,39,49332
49333,39,148000
49334,145,1200256
49335,145,1200256
49336,39,49336
49337,119,320488
49338,39,74008
49339,119,320488
49340,189,150064
49341,189,150064
49342,189,374704
49343,158,1124116
49344,39,49344
49345,96,675376
49346,96,675376
49347,96,675376
49348,114,49348
49349,114,148048
49350,114,111040
49351,96,800440
49352,114,49352
49353,39,249856
49354,114,74032
49355,158,222100
49356,114,55528
49357,114,148072
49358,189,421684
49359,189,499768
49360,39,49360
49361,158,148084
49362,158,187432
49363,158,222136
49364,39,49364
49365,39,148096
49366,158,158164
49367,158,333232
49368,264,975400
49369,114,166624
49370,264,975400
49371,158,374920
49372,264,975400
49373,264,975400
49374,189,1801816
49375,189,1801816
49376,114,49376
49377,189,1801924
49378,39,74068
49379,39,222208
49380,52,49380
49381,52,148144
49382,52,111112
49383,114,562516
49384,114,49384
49385,158,375028
49386,114,74080
49387,145,281284
49388,52,62512
49389,52,148168
49390,52,166696
49391,96,1898800
49392,114,49392
49393,114,148180
49394,145,534112
49395,145,534112
49396,114,49396
49397,114,148192
49398,145,125044
49399,145,333448
49400,145,93796
49401,145,187576
49402,145,93796
49403,158,1424464
49404,145,281392
49405,145,281392
49406,96,844180
49407,96,2532544
49408,127,49408
49409,145,148228
49410,145,84544
49411,145,222352
49412,114,49412
49413,114,148240
49414,114,111184
49415,145,333556
49416,114,49416
49417,145,250180
49418,114,74128
49419,114,222388
49420,114,55600
49421,114,148264
49422,52,166804
49423,52,500416
49424,39,49424
49425,114,148276
49426,96,400840
49427,96,400840
49428,39,49428
49429,39,148288
49430,119,111220
49431,119,333664
49432,39,49432
49433,119,166840
49434,39,74152
49435,264,1522132
49436,158,400948
49437,158,400948
49438,158,400948
49439,119,750868
49440,65,49440
49441,96,148324
49442,96,79216
49443,96,222496
49444,96,79216
49445,96,148336
49446,96,111256
49447,96,375496
49448,65,49448
49449,171,1465108
49450,65,74176
49451,96,237652
49452,39,55636
49453,39,148360
49454,39,166912
49455,96,500740
49456,65,49456
49457,158,148372
49458,158,83464
49459,158,222568
49460,65,49460
49461,65,148384
49462,96,281716
49463,96,333880
49464,158,49464
49465,158,211300
49466,158,74200
49467,158,250432
49468,158,125224
49469,158,148408
49470,145,1426408
49471,145,1426408
49472,127,49472
49473,65,148420
49474,65,118888
49475,65,222640
49476,65,49476
49477,65,148432
49478,65,111328
49479,171,2407480
49480,96,70468
49481,96,250504
49482,96,74224
49483,65,222676
49484,96,70468
49485,96,148456
49486,145,1605256
49487,145,1605256
49488,127,49488
49489,96,211408
49490,145,634228
49491,145,634228
49492,127,49492
49493,127,148480
49494,114,111364
49495,114,334096
49496,65,49496
49497,114,167056
49498,65,74248
49499,114,375892
49500,65,83536
49501,65,148504
49502,189,338740
49503,189,751840
49504,39,49504
49505,70,187972
49506,65,74260
49507,65,222784
49508,65,49508
49509,65,148528
49510,65,111400
49511,70,1268944
49512,39,49512
49513,70,376000
49514,39,74272
49515,70,222820
49516,70,237976
49517,70,237976
49518,70,237976
49519,70,564064
49520,39,49520
49521,39,148564
49522,70,100420
49523,70,222856
49524,39,49524
49525,39,148576
49526,70,125368
49527,70,334312
49528,171,225988
49529,264,50143264
49530,171,225988
49531,171,1355668
49532,171,225988
49533,171,225988
49534,70,564244
49535,70,1692736
49536,127,49536
49537,96,148612
49538,96,80512
49539,96,222928
49540,96,80512
49541,96,148624
49542,96,111472
49543,96,334420
49544,189,190996
49545,70,282184
49546,189,190996
49547,158,222964
49548,189,190996
49549,189,190996
49550,96,200932
49551,96,501712
49552,189,190996
49553,39,148660
49554,39,125440
49555,39,223000
49556,189,190996
49557,189,190996
49558,65,111508
49559,65,334528
49560,189,190996
49561,65,167272
49562,189,190996
49563,140,564568
49564,65,211732
49565,65,211732
49566,65,250936
49567,70,846916
49568,127,49568
49569,96,268000
49570,65,74356
49571,65,223072
49572,65,94120
49573,65,148720
49574,65,111544
49575,295,11003416
49576,127,49576
49577,158,2035348
49578,127,74368
49579,158,317680
49580,158,79432
49581,158,148744
49582,158,167344
49583,158,502036
49584,140,67048
49585,189,190996
49586,189,190996
49587,189,223144
49588,140,67048
49589,140,148768
49590,65,188296
49591,65,334744
49592,140,67048
49593,189,190996
49594,140,74392
49595,140,251080
49596,264,2480056
49597,264,2480056
49598,264,2480056
49599,189,1906792
49600,158,49600
49601,140,158920
49602,96,804544
49603,96,804544
49604,127,49604
49605,127,148816
49606,127,111616
49607,189,334852
49608,39,49608
49609,189,251152
49610,39,74416
49611,140,381976
49612,39,55816
49613,39,148840
49614,189,282580
49615,189,502360
49616,158,49616
49617,39,148852
49618,140,905416
49619,140,905416
49620,158,49620
49621,158,148864
49622,70,141316
49623,70,334960
49624,96,49624
49625,96,167488
49626,96,74440
49627,96,376864
49628,96,83752
49629,96,148888
49630,96,954016
49631,96,954016
49632,158,49632
49633,114,282688
49634,158,74452
49635,158,223360
49636,96,119284
49637,96,148912
49638,96,119284
49639,96,565432
49640,158,49640
49641,114,424096
49642,158,74464
49643,189,715696
49644,96,62836
49645,96,148936
49646,96,167560
49647,189,6114580
49648,96,59668
49649,158,148948
49650,96,94264
49651,96,223432
49652,96,59668
49653,96,148960
49654,119,2324752
49655,119,2324752
49656,96,141424
49657,96,188548
49658,96,141424
49659,96,282832
49660,96,424276
49661,96,424276
49662,96,1272832
49663,140,3818500
49664,127,49664
49665,114,148996
49666,114,74500
49667,114,223504
49668,114,49668
49669,114,149008
49670,114,111760
49671,96,335284
49672,158,49672
49673,114,251476
49674,158,74512
49675,114,223540
49676,158,55888
49677,158,149032
49678,140,453256
49679,140,503008
49680,158,49680
49681,158,149044
49682,96,125764
49683,96,223576
49684,158,49684
49685,158,149056
49686,158,111796
49687,158,335392
49688,158,49688
49689,158,167704
49690,158,74536
49691,96,849040
49692,96,85048
49693,96,149080
49694,96,251584
49695,96,754756
49696,127,49696
49697,96,149092
49698,158,74548
49699,158,223648
49700,96,179152
49701,96,179152
49702,96,179152
49703,96,377440
49704,127,49704
49705,189,806164
49706,127,74560
49707,158,223684
49708,65,55924
49709,65,149128
49710,65,167776
49711,189,2721112
49712,127,49712
49713,65,149140
49714,65,83896
49715,65,223720
49716,127,49716
49717,127,149152
49718,101,6889048
49719,101,6889048
49720,65,49720
49721,189,238948
49722,65,74584
49723,158,251728
49724,65,125872
49725,65,149176
49726,65,377620
49727,65,1132864
49728,39,49728
49729,114,149188
49730,114,74596
49731,114,223792
49732,114,59776
49733,114,149200
49734,114,111904
49735,158,335716
49736,114,59776
49737,96,251800
49738,114,74608
49739,114,223828
49740,114,59776
49741,114,149224
49742,65,188872
49743,65,503656
49744,39,49744
49745,96,149236
49746,96,283336
49747,96,283336
49748,39,49748
49749,39,149248
49750,96,179332
49751,96,335824
49752,127,49752
49753,96,538000
49754,127,74632
49755,202,6127972
49756,127,83968
49757,127,149272
49758,96,251908
49759,96,755728
49760,39,49760
49761,127,188944
49762,140,345544
49763,140,345544
49764,140,345544
49765,140,345544
49766,140,345544
49767,127,850336
49768,39,49768
49769,96,377944
49770,39,74656
49771,158,223972
49772,96,255472
49773,96,255472
49774,96,255472
49775,127,566980
49776,39,49776
49777,39,149332
49778,158,106324
49779,158,224008
49780,39,49780
49781,39,149344
49782,39,126016
49783,39,336040
49784,39,63016
49785,140,345544
49786,39,74680
49787,114,252052
49788,189,9198520
49789,189,9198520
49790,189,9198520
49791,233,4845256
49792,127,49792
49793,140,345544
49794,39,74692
49795,39,224080
49796,158,53188
49797,158,149392
49798,158,112048
49799,39,336148
49800,39,49800
49801,96,1363048
49802,39,74704
49803,158,224116
49804,39,56032
49805,39,149416
49806,140,478708
49807,140,504304
49808,96,95956
49809,158,149428
49810,158,126088
49811,158,224152
49812,96,95956
49813,96,149440
49814,39,112084
49815,39,336256
49816,96,95956
49817,158,168136
49818,96,95956
49819,96,1818016
49820,127,359152
49821,127,359152
49822,127,359152
49823,127,1276936
49824,127,49824
49825,65,149476
49826,96,106432
49827,96,224224
49828,65,319300
49829,65,319300
49830,65,319300
49831,189,485512
49832,127,49832
49833,264,6221608
49834,127,74752
49835,96,224260
49836,39,56068
49837,39,149512
49838,39,168208
49839,96,504628
49840,65,49840
49841,189,575728
49842,189,575728
49843,189,575728
49844,65,49844
49845,65,149536
49846,39,189268
49847,39,336472
49848,65,49848
49849,189,575728
49850,65,74776
49851,96,252376
49852,189,575728
49853,189,575728
49854,189,575728
49855,96,3234328
49856,65,49856
49857,65,149572
49858,39,94660
49859,39,224368
49860,65,49860
49861,65,149584
49862,65,112192
49863,114,336580
49864,65,49864
49865,114,252448
49866,65,74800
49867,114,224404
49868,65,56104
49869,65,149608
49870,233,639088
49871,233,639088
49872,65,49872
49873,114,149620
49874,114,189376
49875,114,224440
49876,65,49876
49877,65,149632
49878,114,112228
49879,114,336688
49880,189,269728
49881,65,168352
49882,189,269728
49883,189,378808
49884,189,269728
49885,189,269728
49886,189,284128
49887,189,757672
49888,65,49888
49889,189,539440
49890,65,74836
49891,65,224512
49892,202,250504
49893,202,250504
49894,202,250504
49895,88,959092
49896,65,49896
49897,114,479572
49898,65,74848
49899,202,284200
49900,202,250504
49901,202,250504
49902,202,250504
49903,88,1438864
49904,52,49904
49905,65,149716
49906,96,479680
49907,96,479680
49908,52,49908
49909,52,149728
49910,96,455380
49911,96,455380
49912,52,94768
49913,52,189520
49914,52,94768
49915,202,426436
49916,88,284308
49917,88,284308
49918,88,852928
49919,88,2558788
49920,127,49920
49921,52,149764
49922,52,74884
49923,52,224656
49924,52,49924
49925,52,149776
49926,52,112336
49927,202,337012
49928,52,49928
49929,114,252772
49930,52,74896
49931,114,224692
49932,52,56176
49933,52,149800
49934,52,168532
49935,52,505600
49936,65,49936
49937,52,149812
49938,52,142216
49939,52,224728
49940,65,49940
49941,65,149824
49942,202,250504
49943,202,337120
49944,65,49944
49945,202,250504
49946,65,74920
49947,114,1920184
49948,88,84292
49949,88,149848
49950,88,252880
49951,96,758644
49952,65,49952
49953,88,149860
49954,65,74932
49955,65,224800
49956,65,63232
49957,65,149872
49958,65,112408
49959,189,1080376
49960,65,49960
49961,52,569104
49962,65,74944
49963,202,250504
49964,65,56212
49965,65,149896
49966,65,168640
49967,202,505924
49968,65,49968
49969,65,149908
49970,65,84328
49971,65,224872
49972,65,49972
49973,65,149920
49974,96,512944
49975,96,512944
49976,189,144340
49977,88,486952
49978,189,144340
49979,65,253024
49980,189,144340
49981,189,149944
49982,88,427012
49983,88,1138696
49984,127,49984
49985,65,149956
49986,52,80080
49987,52,224944
49988,158,49988
49989,158,149968
49990,158,112480
49991,88,1154464
49992,158,49992
49993,158,253096
49994,158,74992
49995,158,224980
49996,158,56248
49997,158,149992
49998,88,189844
49999,88,506248
50000,127,50000
50001,52,360448
50002,52,427192
50003,52,427192
50004,127,50004
50005,127,150016
50006,88,160216
50007,88,337552
50008,114,60100
50009,65,168784
50010,114,75016
50011,189,3079780
50012,114,84400
50013,114,150040
50014,158,253204
50015,158,759616
50016,158,50016
50017,88,320488
50018,158,75028
50019,158,225088
50020,158,50020
50021,158,150064
50022,158,112552
50023,88,3245236
50024,158,50024
50025,233,540916
50026,158,75040
50027,65,225124
50028,114,94984
50029,114,150088
50030,114,168856
50031,114,569896
50032,158,50032
50033,158,150100
50034,158,84436
50035,158,225160
50036,158,50036
50037,158,150112
50038,158,126664
50039,158,337768
50040,114,120256
50041,233,3652288
50042,114,120256
50043,233,480976
50044,114,190024
50045,114,190024
50046,88,962008
50047,88,1710232
50048,127,50048
50049,114,150148
50050,88,202984
50051,88,225232
50052,88,240568
50053,88,240568
50054,88,240568
50055,88,337876
50056,127,50056
50057,233,975400
50058,127,75088
50059,88,811924
50060,127,56320
50061,127,150184
50062,114,168964
50063,114,506896
50064,114,50064
50065,65,150196
50066,65,126736
50067,65,225304
50068,114,50068
50069,114,150208
50070,65,112660
50071,65,337984
50072,114,50072
50073,65,169000
50074,114,75112
50075,114,570400
50076,65,142612
50077,65,150232
50078,65,253528
50079,88,855664
50080,127,50080
50081,65,150244
50082,114,75124
50083,114,225376
50084,65,95092
50085,65,150256
50086,65,112696
50087,65,380356
50088,127,50088
50089,140,1083184
50090,127,75136
50091,70,225412
50092,70,304720
50093,70,304720
50094,70,304720
50095,114,507220
50096,114,50096
50097,114,150292
50098,114,84544
50099,114,225448
50100,114,50100
50101,114,150304
50102,65,190240
50103,65,338200
50104,114,50104
50105,65,169108
50106,114,75160
50107,65,253672
50108,233,481624
50109,233,481624
50110,233,481624
50111,140,6171712
50112,127,50112
50113,114,150340
50114,114,142720
50115,114,225520
50116,127,50116
50117,127,150352
50118,127,112768
50119,70,342952
50120,88,67768
50121,158,253744
50122,88,75184
50123,114,225556
50124,88,67768
50125,88,150376
50126,140,1465108
50127,140,1465108
50128,127,50128
50129,88,150388
50130,114,214144
50131,114,225592
50132,127,50132
50133,127,150400
50134,140,542104
50135,140,542104
50136,65,50848
50137,127,169216
50138,65,75208
50139,114,380752
50140,65,84616
50141,65,150424
50142,88,722896
50143,88,761560
50144,65,50144
50145,114,542212
50146,127,75220
50147,127,225664
50148,65,135592
50149,65,150448
50150,65,135592
50151,65,571264
50152,65,50152
50153,88,1626856
50154,65,75232
50155,140,651544
50156,140,2316760
50157,140,2316760
50158,140,2316760
50159,88,857032
50160,65,71440
50161,65,150484
50162,114,95236
50163,114,225736
50164,65,71440
50165,65,150496
50166,114,142864
50167,114,338632
50168,114,214324
50169,65,321460
50170,114,214324
50171,114,285748
50172,114,642976
50173,114,642976
50174,88,1928932
50175,88,5786800
50176,34,50176
50177,158,150532
50178,158,75268
50179,158,225808
50180,65,50180
50181,65,150544
50182,65,112912
50183,158,338740
50184,65,50184
50185,158,254068
50186,65,75280
50187,65,225844
50188,65,56464
50189,65,150568
50190,140,169396
50191,140,508192
50192,39,50192
50193,65,150580
50194,65,127060
50195,65,225880
50196,39,50196
50197,39,150592
50198,65,112948
50199,65,338848
50200,39,50200
50201,127,1100608
50202,39,75304
50203,114,2171284
50204,158,84724
50205,158,150616
50206,158,254176
50207,233,50143264
50208,39,50208
50209,158,160864
50210,39,75316
50211,39,225952
50212,65,63556
50213,65,150640
50214,65,112984
50215,114,381328
50216,39,50216
50217,114,572020
50218,39,75328
50219,140,225988
50220,109,56500
50221,109,150664
50222,109,169504
50223,140,508516
50224,39,50224
50225,109,150676
50226,109,84760
50227,109,226024
50228,39,50228
50229,39,150688
50230,65,429136
50231,65,429136
50232,109,50232
50233,65,169540
50234,109,75352
50235,65,254320
50236,109,127168
50237,109,150712
50238,158,381508
50239,158,1144528
50240,127,50240
50241,109,150724
